"isin","holder_lei"
"MK3067969981","529900G39WULAI8ENL22"
"SI5415752543","5299001R4A9Z0RY8HJ59"
"SI5415752543","529900S1A96YDD1JGH51"
"SI5415752543","529900B15CRV4CIEWN19"
"SI5415752543","549300UBZRP8XMNLA119"
"RS5957148919","529900NZEAS6DR7N9T89"
"RS5957148919","529900OX0YBNOOXHER14"
"RS5957148919","529900P7ZZJ2UGXVAJ38"
"RS5957148919","529900M2KOAB3OD3C406"
"SI2790084020","81560084D60FE553FF12"
"SI2790084020","529900BVN6NPN8R4A847"
"SI2790084020","529900V9M5N0BGGB2Z36"
"SI2790084020","549300K0BHJ9BX9J8J87"
"RO1210407417","549300XXMXUO9TJN5940"
"RO1210407417","529900B15CRV4CIEWN19"
"RO1210407417","529900HG10Y7ZW033G21"
"RO1210407417","529900ZKD8MK3OHI4D54"
"HR9555796109","5493003X2PANQ4S0EH05"
"HR9555796109","549300UK7IYHLTFT4Z67"
"HR9555796109","097900BFBW0000007777"
"HR9555796109","5299005PI8EZCXYD5887"
"BE8310498903","549300EF9ZLCS32PSN92"
"BE8310498903","5493003BDYD5VPGUQS04"
"BE8310498903","549300XTY6LAIQSLES59"
"BE8310498903","549300MXEAL7IIGFC661"
"AT5661838616","549300MXEAL7IIGFC661"
"AT5661838616","549300G0GSODGZH94Z69"
"AT5661838616","529900UUPS52ZOCZKF69"
"AT5661838616","5493001YVFV3APNDVC85"
"GB1004731616","549300KRHG5GM7DXKE41"
"GB1004731616","549300THBBC51SW1XC62"
"GB1004731616","2138006QWFK8LX78NL81"
"GB1004731616","549300O2UN9JLME31F08"
"IE8059674765","5299001W3P545EI0TK57"
"IE8059674765","529900AXUGQC7E2M7N91"
"IE8059674765","7S8518QC0P5IKHFFCP88"
"IE8059674765","5299005C3ALN0FW10R56"
"PL7530183580","549300JR63IQRTE0HQ66"
"PL7530183580","724500LP44IH58MTAM38"
"PL7530183580","52990016W975JPQ70O29"
"PL7530183580","549300FB5QF8WKFR3051"
"CA9614396900","529900697VW9X2YUUN62"
"CA9614396900","529900HTTKWH3JNK9335"
"CA9614396900","549300XM19CFWDDX8D65"
"CA9614396900","5299003FJJT3S2632K89"
"GB4752854624","529900X0PJHKD14SK005"
"GB4752854624","5299003WG7KATU7TAB06"
"GB4752854624","815600C0086826921F56"
"GB4752854624","5299002L9O49LY2R2C40"
"GR1026340726","5493007CCEGUTA82RW04"
"GR1026340726","529900OMA6G6HP7X5523"
"GR1026340726","213800D3OXAL3N7T1S19"
"GR1026340726","529900M16K5ETQQEXE12"
"AL8415287520","529900IE87O9WPP97T53"
"AL8415287520","529900MEJVKCGUA49N75"
"AL8415287520","529900BS0K5H5X5S4796"
"AL8415287520","52990021U40DYSDLV579"
"BY3066480313","529900J4FRDOS0H27O39"
"BY3066480313","529900P7ZZJ2UGXVAJ38"
"BY3066480313","213800VT9KPNVZB12B72"
"BY3066480313","54930093XEHLVNAP5I34"
"CH1295727916","52990022VR1G64LO5689"
"CH1295727916","529900S1A96YDD1JGH51"
"CH1295727916","529900UKTXP0UD6IGX72"
"CH1295727916","097900BFB40000007898"
"BE6045203580","5493008J0KRP28TPF798"
"BE6045203580","529900FOYH83DWA1VI77"
"BE6045203580","213800U2NC79HDGLZN36"
"BE6045203580","25490058HC8QF7RJ3827"
"NO9957131650","5493003UBWGSYIWIWI94"
"NO9957131650","5493008EU8J8PL7Y5C92"
"NO9957131650","529900VE4DGRT7DYCV17"
"NO9957131650","5493001SAW5Z3K2QZW55"
"BG2871216344","529900NAJQOFVVBADA34"
"BG2871216344","89450081GZZ43QTYMN88"
"BG2871216344","529900IAHC7NHDPKB514"
"BG2871216344","529900DLWFR8HK7DR278"
"EE2408912825","54930011088BWM62XI45"
"EE2408912825","5493008EU8J8PL7Y5C92"
"EE2408912825","529900BUTOYN9W7Y6103"
"EE2408912825","549300IIH01NSEG1DK07"
"SI6833411434","549300YZOCJEJTXIGZ75"
"SI6833411434","635400CS6QPXBSKDCN41"
"SI6833411434","529900BUTOYN9W7Y6103"
"SI6833411434","549300K0QWI1YUM0XR14"
"LT6239797817","549300BVIWZN69JE8P07"
"LT6239797817","529900K4SIZHA5HDEF79"
"LT6239797817","635400H9NIJ5SQ65LG47"
"LT6239797817","5299002NC6XQ4TP2EC59"
"NL2105994359","549300J7H1RQ24SIZ225"
"NL2105994359","529900Z8DN19BGSE6V76"
"NL2105994359","529900OSZ0ZQI95BZO12"
"NL2105994359","5493009N0J5CNP5J5347"
"RS6034430081","529900HIRE2SFBYJFM92"
"RS6034430081","MYF1DAS6G5WY7PRWCU78"
"RS6034430081","2534006G7F7F1TFC9T77"
"RS6034430081","529900ICLRH9E6KH5W68"
"SI6315857572","5493007Y31O7VTA60Y74"
"SI6315857572","815600812B9FCEADA322"
"SI6315857572","222100RUGZYYYFQM1J57"
"SI6315857572","5493005PMU33U8QRMC94"
"FR8650106018","98450076FE4A83A4F419"
"FR8650106018","529900UQEDDC3E29UW81"
"FR8650106018","529900MJYYIRXZ9YCT59"
"FR8650106018","549300Z7V2WOFIMUEK50"
"IT2438499766","635400WUHAXT8LPT9E02"
"IT2438499766","529900IUZNMH9ABKN916"
"IT2438499766","529900BSQ2VSODGMGR72"
"IT2438499766","5299005PI8EZCXYD5887"
"HR7747781261","5493008X0EWE6B6KZV25"
"HR7747781261","254900T6XL98TQSJJM04"
"HR7747781261","529900BIXCGW2FAOA038"
"HR7747781261","5493006CQEEGKM6L5T06"
"CZ3393330071","529900DNKIMASQ1WQC07"
"CZ3393330071","529900FGTUG6XHFKKL25"
"CZ3393330071","5299003VIYC2WWC2MC88"
"CZ3393330071","529900XGDXLEX5L16R90"
"GB2685688793","529900BVN6NPN8R4A847"
"GB2685688793","5493000XA8M1JTV4ZD64"
"GB2685688793","5299000Q61YII5IIPF54"
"GB2685688793","529900T7JM5LU7WW2F55"
"CA6288895390","529900BP3CJL3VRPPD14"
"CA6288895390","529900BY5GL0ZQFGXT09"
"CA6288895390","529900LJ3ZRKEDU0CF57"
"CA6288895390","529900666ZJ61Q61R974"
"GR4298635351","815600D20361C46B7C65"
"GR4298635351","529900VUBQY47LB3PV64"
"GR4298635351","5493001XF6EC2NJXK304"
"GR4298635351","529900WQR8MCSBPFID11"
"SK4914955239","529900IZCOKCTPEKN750"
"SK4914955239","549300XXMXUO9TJN5940"
"SK4914955239","213800YU5NDGOH7VDE67"
"SK4914955239","213800VWNVQTFDNC6D33"
"FR9933935628","529900KRQNFT92BXR447"
"FR9933935628","2138006HP23N8GYS9Q88"
"FR9933935628","747800D0K28ITZ1G2898"
"FR9933935628","52990079PPW7G6DP9O83"
"GB4613514582","5493004NKTUXS10HUX68"
"GB4613514582","5299007NUHEK3805DE85"
"GB4613514582","529900NZEAS6DR7N9T89"
"GB4613514582","529900FO49LVGHYC4065"
"CA5887397148","529900RBERZ83V1GT415"
"CA5887397148","529900ZSHWIEG4UHHI33"
"CA5887397148","549300Z8PET0HZ1GOT63"
"CA5887397148","529900A6KXIFZYVGEF38"
"SI9832947420","815600D20361C46B7C65"
"SI9832947420","529900UG56KYKECM6Q19"
"SI9832947420","529900JFVQC0P8BAQO25"
"SI9832947420","549300L1BI3GK8BXJQ09"
"RS4632275080","5493004WG8IWNC2YNH92"
"RS4632275080","529900BEHEWCLZGHHQ76"
"RS4632275080","549300VNB1ZXI6EKTQ66"
"RS4632275080","549300QC7ICA7PHDZF61"
"FR2236592025","213800EL46ESVT6G9247"
"FR2236592025","529900NZ1KGWVI8KQN57"
"FR2236592025","5493000KMHOLKOKRQH34"
"FR2236592025","529900W747T39A8BLD28"
"RS9983001183","529900R54FIEI2HXHH86"
"RS9983001183","529900046FVSVFC80V70"
"RS9983001183","549300H6H8BAYLUOGZ71"
"RS9983001183","5299008YCNQ2ZCL7NQ13"
"RO4529460781","529900PWIXRQXV72NZ40"
"RO4529460781","5299002I8P5HGKM83883"
"RO4529460781","529900FADJ7991WGZ734"
"RO4529460781","549300UJWEUFNYXPJ620"
"NL1804170420","549300LNGZ07WC5K8A26"
"NL1804170420","549300VW6R2NNTWFB821"
"NL1804170420","549300Y7J8F0WHPKAO48"
"NL1804170420","529900TLQ4DI9HXIAP49"
"CY5797932258","5299007T18XBURKJ1V64"
"CY5797932258","529900VQTGY0OGZTCS62"
"CY5797932258","529900N18TNY5GGROH52"
"CY5797932258","52990034Y1YC4WDX5C05"
"SI1564024744","549300HDCRTBPEURI316"
"SI1564024744","549300DTNTPKNKGJ7P43"
"SI1564024744","2534008T9TCKSJHXMX83"
"SI1564024744","529900VP4MWYCP3LZM61"
"DE4820759278","5299006B34ANR1HH4Z58"
"DE4820759278","549300F5MGXJMIQJJT30"
"DE4820759278","7D9EHZL14BBPJWTN6S08"
"DE4820759278","5493001SAW5Z3K2QZW55"
"FI8020685103","529900X253XLINEUH028"
"FI8020685103","529900H9ABDZ8XIMMV92"
"FI8020685103","529900XFN4E5DO3EOC30"
"FI8020685103","529900LTXFQ0DA5ZZT94"
"FI5888588311","549300TKZ65QBK75OV06"
"FI5888588311","529900RF2834I0MC2L78"
"FI5888588311","54930009CCENXT9WTF32"
"FI5888588311","549300HU3DF6UVK2PT12"
"BE4688439365","529900SETJ7JMNI5AD78"
"BE4688439365","529900NVM7Z04DA3LO24"
"BE4688439365","549300UBIO330OYX3Y53"
"BE4688439365","635400VANUW6PQNPKJ70"
"MK4671844789","529900FGBJM9Q144U153"
"MK4671844789","2549006A5OZLQ3OYQ657"
"MK4671844789","549300P33YI6QWPI9E14"
"MK4671844789","549300IIH01NSEG1DK07"
"UA9818601888","213800ABBDUPIFMITV66"
"UA9818601888","529900G4O4VLOG0B5168"
"UA9818601888","549300GF3543BG7KSO29"
"UA9818601888","724500LP44IH58MTAM38"
"DE4748043627","529900DB682LTV7DBB14"
"DE4748043627","54930040NVHI566OSB56"
"DE4748043627","529900UUPS52ZOCZKF69"
"DE4748043627","529900FIASFWYG4LDJ94"
"RS6096043358","2534006G7F7F1TFC9T77"
"RS6096043358","2549006A5OZLQ3OYQ657"
"RS6096043358","635400QSJSOFZJC94O05"
"RS6096043358","254900NMY5MOED23VJ58"
"IS8169321934","213800BRJ9LYIW3Z7L42"
"IS8169321934","506700CX762Q165KF826"
"IS8169321934","254900ER2GAN3HN8T134"
"IS8169321934","549300DWD4D3B5EZJC04"
"MT2705789156","549300OJ66SPKX006J87"
"MT2705789156","549300Q1TKVLSYVS7C09"
"MT2705789156","549300CBTY8VRAGK2167"
"MT2705789156","549300NL4XBNT0DX2J71"
"PT5208219333","529900J4FRDOS0H27O39"
"PT5208219333","54930001JAUYYSFBMP93"
"PT5208219333","529900Y27INP44RNFW94"
"PT5208219333","529900IE87O9WPP97T53"
"US2485872393","549300B206THJHUTBP43"
"US2485872393","529900A0FQ3CD6DXKL22"
"US2485872393","529900EHFBA8MNCV8M81"
"US2485872393","9KVDYMLZGG8ZN3RMPY41"
"CZ5737628680","549300G0GSODGZH94Z69"
"CZ5737628680","529900N7IBZHYLZHHW02"
"CZ5737628680","529900G9Z4I79FGUE649"
"CZ5737628680","549300MF6CNUB2URPE58"
"GR2545078226","529900ZSLE0TD0PZ1N92"
"GR2545078226","5493005JKMAVFLPESA69"
"GR2545078226","529900BS0K5H5X5S4796"
"GR2545078226","506700CX762Q165KF826"
"NO2825228021","549300RKFLN5XSIAGX22"
"NO2825228021","529900CFOWM2V62I4634"
"NO2825228021","894500OT6WTEC44LN041"
"NO2825228021","549300FI3D0FOVD2QZ58"
"NO4091918218","8156000E8FB84A303504"
"NO4091918218","529900Z8F1DQ2PF5GJ97"
"NO4091918218","8156002AD3004B9EC878"
"NO4091918218","5299001FKJ6Q6AQMU144"
"MK3634612637","5299005LMBRRMUC6RE06"
"MK3634612637","315700CYR4A7B93AZ188"
"MK3634612637","254900DJJZ72SAHA1E19"
"MK3634612637","529900FIAMEJDQ8C9097"
"SE1570203222","815600C2B72391A68F89"
"SE1570203222","529900P0UUJHBJF0A066"
"SE1570203222","529900YHKC6446YVDP09"
"SE1570203222","2138006QWFK8LX78NL81"
"DE2438560391","549300MD5X41UEQSKN80"
"DE2438560391","529900H41D78WI2NVK13"
"DE2438560391","549300EEZD541NHWO738"
"DE2438560391","529900Y3O6X652Z2AN33"
"DK9343619935","529900Y6FEIUGQNZ1D55"
"DK9343619935","213800BRJ9LYIW3Z7L42"
"DK9343619935","391200ZZPVWSHS2QE753"
"DK9343619935","635400DHOJIZJJYGAE85"
"UA5185343859","529900HIRE2SFBYJFM92"
"UA5185343859","549300DHFF7DPS0Z0U75"
"UA5185343859","549300ECJDDLOVWWL932"
"UA5185343859","213800IT91XM3CMQQP75"
"ES7826137538","529900H9AT7W54KGHF30"
"ES7826137538","529900V2Y0J5ITH4UO62"
"ES7826137538","549300QLB3B44URIM722"
"ES7826137538","81560007E889FA36A917"
"AT9474483619","549300GP76I43V7TCK41"
"AT9474483619","549300EM43S0YRGIMU78"
"AT9474483619","529900BS0K5H5X5S4796"
"AT9474483619","5299003VIYC2WWC2MC88"
"MT4093663102","549300MUHUFNRRI19O72"
"MT4093663102","549300FFQECOEXLSUZ76"
"MT4093663102","529900DM9MKEQU4TQH74"
"MT4093663102","549300711LWQZIF20Y32"
"SE3287748345","529900B9D7B2Z2U9E686"
"SE3287748345","529900VHISCWBZGTC349"
"SE3287748345","5299000Q61YII5IIPF54"
"SE3287748345","529900MDEX24DPUXO876"
"EE8607844220","5493000SL9LZZ6YZPU12"
"EE8607844220","529900LMTI8YSE62EI88"
"EE8607844220","529900BXGKZA0NQ00X83"
"EE8607844220","529900L30NS8FOKXCQ03"
"SI2385969239","529900YQT7RAMTQ59G63"
"SI2385969239","529900ILPIYOVR78UX93"
"SI2385969239","549300RJCC2S41XADB43"
"SI2385969239","529900J4FRDOS0H27O39"
"BG2889715496","529900DM9MKEQU4TQH74"
"BG2889715496","54930041LANR8OLEDY41"
"BG2889715496","529900AXUGQC7E2M7N91"
"BG2889715496","549300XXMXUO9TJN5940"
"RS5355093263","52990058YIHY59G9ZR75"
"RS5355093263","549300GVKMPD2UBZF867"
"RS5355093263","529900GOHDG5JKIJXT78"
"RS5355093263","54930086Q1B3FHI81N04"
"EE2614422846","254900ZV4OHO6HVJQQ25"
"EE2614422846","529900SMC415G939C384"
"EE2614422846","549300KRHG5GM7DXKE41"
"EE2614422846","5299007OX9HAC1QNPW69"
"RS2988778030","549300O1LRG9PS8TF186"
"RS2988778030","549300KH3XDPHJ5O8L97"
"RS2988778030","315700U9KOZJ14MLJ486"
"RS2988778030","213800YU5NDGOH7VDE67"
"ES9369169096","815600D20361C46B7C65"
"ES9369169096","254900RGIHNSOOTM0L46"
"ES9369169096","549300I1NMOBS4B1LT88"
"ES9369169096","549300OPF00Q4W8XUQ95"
"HR1059050210","549300UTZ28EB4QVWS85"
"HR1059050210","529900G39WULAI8ENL22"
"HR1059050210","529900KO608UPZKNW059"
"HR1059050210","254900I5KDSB46XL7O09"
"NL7361922970","529900C6342MV7MEQR46"
"NL7361922970","5299002R6SW0HHWT3W09"
"NL7361922970","5493007R0TMUUHXERD78"
"NL7361922970","529900NNSS91OZRYZ793"
"IT3218178335","549300XEOB85AXEXN594"
"IT3218178335","52990009UNDL8B1ACI35"
"IT3218178335","529900N7IBZHYLZHHW02"
"IT3218178335","529900ZTL0PT4VP94P73"
"PL2461691938","253400G6BH0UHXA5C941"
"PL2461691938","529900QAUNRI1RA86094"
"PL2461691938","529900J5LZ8NSD1NDD83"
"PL2461691938","635400VPPM8R1SOESU52"
"AL3544082607","529900J5LZ8NSD1NDD83"
"AL3544082607","31570020000000002796"
"AL3544082607","529900PLMCWKG4WW7813"
"AL3544082607","5299007OX9HAC1QNPW69"
"IT4356539431","5493005GWX2HVMZNEO34"
"IT4356539431","81560095E5C286EA9562"
"IT4356539431","52990047I84DVP5HEZ85"
"IT4356539431","529900AMYBX2GX3HE155"
"SE3379075096","549300SWJ4YK4LLNT176"
"SE3379075096","529900EYK1T9D8JMD587"
"SE3379075096","5299006MRMFYKKQU4A96"
"SE3379075096","2138005ADNXRIGY4SY85"
"EE9895811602","5493002XSNOUUFLKXK27"
"EE9895811602","635400H9NIJ5SQ65LG47"
"EE9895811602","529900UEE0B99ZWD8Z43"
"EE9895811602","529900N18TNY5GGROH52"
"CH3728745141","549300IUOQXDZBVFHK88"
"CH3728745141","8156000E8FB84A303504"
"CH3728745141","5299003PHX37VW6Q3M45"
"CH3728745141","815600D20361C46B7C65"
"MK9100095913","549300KH3XDPHJ5O8L97"
"MK9100095913","529900B15CRV4CIEWN19"
"MK9100095913","549300EEZD541NHWO738"
"MK9100095913","529900ELQAD8AVPWLI93"
"SE5891493351","549300GUQK2RPMND7R49"
"SE5891493351","549300U7G18WDOTDJE77"
"SE5891493351","549300H6H8BAYLUOGZ71"
"SE5891493351","529900U7AT9B9UMLXG16"
"UA1434295911","529900OX0YBNOOXHER14"
"UA1434295911","549300XM19CFWDDX8D65"
"UA1434295911","2138004NY286UOQ5B543"
"UA1434295911","529900YNWHYCU679WE23"
"PT9562232511","529900E7W7M9W46YY476"
"PT9562232511","529900PIF7BWIN1OFE62"
"PT9562232511","549300H6H8BAYLUOGZ71"
"PT9562232511","635400DHOJIZJJYGAE85"
"IT5375805979","529900D2TH67S7B53Y34"
"IT5375805979","549300FCWICHOEZ1NI68"
"IT5375805979","529900TG4CYRYQDR5865"
"IT5375805979","5493007QO5QAR13I3M16"
"HU3348379064","2138003GMZOMMHTKUW26"
"HU3348379064","52990030JDQ43FQ8M718"
"HU3348379064","549300Z2ZATO1VJZGF48"
"HU3348379064","549300TPFN3KKJB11W19"
"PL2652129777","635400SCBVV58JBVY513"
"PL2652129777","529900BUTOYN9W7Y6103"
"PL2652129777","529900UG56KYKECM6Q19"
"PL2652129777","8156000A3437C5E72362"
"BE4412713280","8156000A3437C5E72362"
"BE4412713280","529900PP5INPXJG8JM22"
"BE4412713280","549300DU2TJ72XCUUN84"
"BE4412713280","529900P7ZZJ2UGXVAJ38"
"LU1074376308","549300O2UN9JLME31F08"
"LU1074376308","529900BP3CJL3VRPPD14"
"LU1074376308","549300YZOCJEJTXIGZ75"
"LU1074376308","549300PQZEXBBQ5SLU78"
"LV8694590367","54930093XEHLVNAP5I34"
"LV8694590367","529900KEKFXBWO7IN551"
"LV8694590367","529900UQEDDC3E29UW81"
"LV8694590367","529900Q4GO8QFCSYWC20"
"IT2501665591","5299000NIGT14YW8ZD26"
"IT2501665591","254900WJJF84AQA4EN11"
"IT2501665591","2549001OPWM203W21005"
"IT2501665591","529900S8GVBA9SFCOD21"
"FR4314930894","529900GP2VK1XGLGOE50"
"FR4314930894","549300YX4S1LLSMK2627"
"FR4314930894","549300HWTESJD1V4UZ21"
"FR4314930894","52990043Y7PWJD1G2108"
"LU3375206102","5299008B6YR6B0NVDR34"
"LU3375206102","5299009JK8LPHBPN5394"
"LU3375206102","529900MVM385SYIIJA64"
"LU3375206102","549300T0RFRCQ7Z21884"
"DE4566582189","549300Y5DWNPH2EAYP47"
"DE4566582189","2549001OPWM203W21005"
"DE4566582189","815600812B9FCEADA322"
"DE4566582189","529900ELQAD8AVPWLI93"
"US9791511035","81560075E90A817C8F48"
"US9791511035","529900876IR1IQJD7Y91"
"US9791511035","549300Y8ATEY0VBM4W31"
"US9791511035","5299007T18XBURKJ1V64"
"MT3686695818","5299008G1E4GFZR3QL53"
"MT3686695818","529900Z8DN19BGSE6V76"
"MT3686695818","315700U9KOZJ14MLJ486"
"MT3686695818","529900BUTOYN9W7Y6103"
"HU7338398851","5493006CQEEGKM6L5T06"
"HU7338398851","549300ZX1OABOSP3K616"
"HU7338398851","V48XYRSNOB3HY0J4NK61"
"HU7338398851","815600C2B72391A68F89"
"MK5006880781","529900F895EWIYOGOY61"
"MK5006880781","254900S9AEZAZ2VRM856"
"MK5006880781","549300QKDHYRRQH2MB86"
"MK5006880781","529900EGEA1JYL9ONH25"
"AL6153918421","52990026WU4MWFA1P303"
"AL6153918421","529900JZ3HPIWJWLNL56"
"AL6153918421","529900SWYVP0QMM8S558"
"AL6153918421","549300U0U0LWGZBKVE61"
"LT4046898239","549300X7KXMBP1V42N81"
"LT4046898239","097900BID40000148202"
"LT4046898239","549300OVVY2IW4A3M076"
"LT4046898239","7D9EHZL14BBPJWTN6S08"
"UA7969841992","549300CI13TTRZSRJV34"
"UA7969841992","52990090ZUP0P6NRBU17"
"UA7969841992","529900YE6Y95CVL67825"
"UA7969841992","529900E2KUUI0H5RT825"
"CY8050030762","529900K9ENYPTKECK071"
"CY8050030762","529900BQ4I6Y9MVYB541"
"CY8050030762","529900YE6Y95CVL67825"
"CY8050030762","8156002787EC1CD8C660"
"ES9887887422","549300YX4S1LLSMK2627"
"ES9887887422","549300RGT0JMDJZKVG34"
"ES9887887422","529900K9ENYPTKECK071"
"ES9887887422","529900CYV0ZFIVHSVX42"
"SE4032694464","549300I0GSVZLESF0374"
"SE4032694464","529900H41D78WI2NVK13"
"SE4032694464","549300MYFXTPIIXSNK50"
"SE4032694464","529900MLL87I71PDEL46"
"CA1112463195","529900DGSQR7P9L7FM63"
"CA1112463195","549300P1LHUDFRM6G143"
"CA1112463195","529900H0Z3LEX11CQJ52"
"CA1112463195","5299000FVVZY394D6H21"
"HR1187773925","815600C2B72391A68F89"
"HR1187773925","5299002YWHBSBV9P4B18"
"HR1187773925","5299005LMBRRMUC6RE06"
"HR1187773925","5299002RAQ8UIG1NFQ40"
"IE3938919091","549300H7FLAWMJ7WAI95"
"IE3938919091","549300DU2TJ72XCUUN84"
"IE3938919091","213800ABBDUPIFMITV66"
"IE3938919091","529900F61J2XA3NK9979"
"LU3610278224","529900BVN6NPN8R4A847"
"LU3610278224","5299002NC6XQ4TP2EC59"
"LU3610278224","5493004QW76FAU0B5N71"
"LU3610278224","549300XMUXUL1EJN1237"
"CA8648352333","549300SEZE2LQYOSAS93"
"CA8648352333","549300GSRCQZCOFL8672"
"CA8648352333","5299001N6TTST53P3690"
"CA8648352333","529900BXGKZA0NQ00X83"
"SE5438486253","529900342F7JSPI4TQ30"
"SE5438486253","5299000FVVZY394D6H21"
"SE5438486253","549300RI7DPPJD4J3721"
"SE5438486253","54930027SQL2KPSDBM58"
"PL9556505272","213800ABBDUPIFMITV66"
"PL9556505272","549300B206THJHUTBP43"
"PL9556505272","5493001T7NJUN529UI86"
"PL9556505272","529900ICLRH9E6KH5W68"
"AT3213226778","549300ORS5KCRGSJJG24"
"AT3213226778","8156005D1B85D22FF777"
"AT3213226778","549300F5MGXJMIQJJT30"
"AT3213226778","529900HNLCDM7X1RJ063"
"FR6302011518","5299001GRQUZADRADN70"
"FR6302011518","5493002XSNOUUFLKXK27"
"FR6302011518","5299005LY13TY4OH4Z36"
"FR6302011518","5299003FJJT3S2632K89"
"NO9417718805","549300JR63IQRTE0HQ66"
"NO9417718805","529900X2JGG41VB42995"
"NO9417718805","529900CAH1061V56SZ46"
"NO9417718805","529900U7SG8ULFKPU928"
"EE9296515739","549300FFQECOEXLSUZ76"
"EE9296515739","5299007QWTE1LDFAS287"
"EE9296515739","5493005EB366SL4UE309"
"EE9296515739","549300HIODNR3LRHFF34"
"BE1175321552","529900YBCHPCBU0CBV03"
"BE1175321552","7D9EHZL14BBPJWTN6S08"
"BE1175321552","549300DB4NZ7CK3X6R57"
"BE1175321552","391200ZZPVWSHS2QE753"
"RO2631429003","5299007PCBRDQNDLIC93"
"RO2631429003","815600DE4E187F69E210"
"RO2631429003","529900OX0YBNOOXHER14"
"RO2631429003","635400MNLW6ZCQNKAJ81"
"MT6290988818","635400MNLW6ZCQNKAJ81"
"MT6290988818","529900ZTL0PT4VP94P73"
"MT6290988818","81560075E90A817C8F48"
"MT6290988818","549300XJNWG0Q07SE896"
"CH9008093547","549300YFIUT5OCACTD23"
"CH9008093547","549300I1NMOBS4B1LT88"
"CH9008093547","549300H7FLAWMJ7WAI95"
"CH9008093547","5493001YVFV3APNDVC85"
"SK7062608435","335800XN3TLVKZDB1A49"
"SK7062608435","549300LWRLCM6PDOWT06"
"SK7062608435","549300MUQ879J0U1DY38"
"SK7062608435","529900JUYWPVJ3EAX160"
"UA7780142761","5493007QO5QAR13I3M16"
"UA7780142761","549300MYFXTPIIXSNK50"
"UA7780142761","549300VWGK6VDYE07K51"
"UA7780142761","529900OWBLLW6WMCRM37"
"CA4201777102","335800KLB3BNLTXGOK06"
"CA4201777102","2138006QWFK8LX78NL81"
"CA4201777102","815600DE4E187F69E210"
"CA4201777102","529900VPJF35O5YAHQ53"
"HR5335030230","529900URNIC26XVVO413"
"HR5335030230","549300MYFXTPIIXSNK50"
"HR5335030230","529900ONCW2ZRPJIU019"
"HR5335030230","549300HDCRTBPEURI316"
"ES5664765373","529900PG5GJ3DC8V9L37"
"ES5664765373","529900H1P7U7R7YOHU61"
"ES5664765373","635400DHOJIZJJYGAE85"
"ES5664765373","529900BY5GL0ZQFGXT09"
"FR3867514516","5493002Z1PPD26D0QT04"
"FR3867514516","529900MX5HGF7REC5221"
"FR3867514516","635400MNLW6ZCQNKAJ81"
"FR3867514516","529900JFVQC0P8BAQO25"
"CH6001853516","5493005X008R6A2PKW88"
"CH6001853516","549300DZL0C3ZT51Z154"
"CH6001853516","549300B206THJHUTBP43"
"CH6001853516","549300FI3D0FOVD2QZ58"
"FI8220893564","5493008EU8J8PL7Y5C92"
"FI8220893564","529900B15CRV4CIEWN19"
"FI8220893564","5299009JK8LPHBPN5394"
"FI8220893564","52990009UNDL8B1ACI35"
"PL6408730292","315700CYR4A7B93AZ188"
"PL6408730292","529900U7SG8ULFKPU928"
"PL6408730292","894500NNGR0CC5PBBG65"
"PL6408730292","097900BHF50000076475"
"NO3550531133","2138003FL72FCO53LM68"
"NO3550531133","529900ED9KS8PXXGV873"
"NO3550531133","549300KRHG5GM7DXKE41"
"NO3550531133","254900NMY5MOED23VJ58"
"HU1638029042","529900CKC4TXHVRKX638"
"HU1638029042","254900E6900SXE7ZK016"
"HU1638029042","549300REO5QF1SB6GI95"
"HU1638029042","529900YZU9XKSWD2CJ83"
"AT6655132981","5299009R5QPQNC289O97"
"AT6655132981","54930041LANR8OLEDY41"
"AT6655132981","529900CIANKPEMBOSI18"
"AT6655132981","5299009T3KWOCYE8BD14"
"GR9125639233","549300Z2ZATO1VJZGF48"
"GR9125639233","5493008RYEFDBTXMVF44"
"GR9125639233","213800J6H2IQOAMK1255"
"GR9125639233","52990043Y7PWJD1G2108"
"DK7315631018","52990047I84DVP5HEZ85"
"DK7315631018","529900UK1NI11U9GYA54"
"DK7315631018","213800TYDH1M7T796R14"
"DK7315631018","529900JMJSBZQ87VS279"
"UA8844046782","529900UKTXP0UD6IGX72"
"UA8844046782","5493000SL9LZZ6YZPU12"
"UA8844046782","529900598KUP7JQ9R531"
"UA8844046782","5493005WOBFWIL4QR777"
"SE8297942792","529900L30NS8FOKXCQ03"
"SE8297942792","529900U2L2B187C8DU16"
"SE8297942792","529900YWYV1BB5FUZK64"
"SE8297942792","5299005D6XBMEK9KLI47"
"SK1690598154","5299005D6XBMEK9KLI47"
"SK1690598154","529900S3CB25TCZKIM51"
"SK1690598154","549300YSMMVVNUR1M834"
"SK1690598154","549300K0BHJ9BX9J8J87"
"IE3639695415","5299001Y3VWOFN2DGL03"
"IE3639695415","529900CAH1061V56SZ46"
"IE3639695415","52990026WU4MWFA1P303"
"IE3639695415","097900BID40000148202"
"MK5324565304","549300SDDBLYMENCB570"
"MK5324565304","529900CAH1061V56SZ46"
"MK5324565304","529900Z9F3OHWTXUOY41"
"MK5324565304","5493005FXRVEIG8SRV35"
"SE3377873408","529900UUPS52ZOCZKF69"
"SE3377873408","2138006QWFK8LX78NL81"
"SE3377873408","21380012EA5RD6HRXS79"
